시도,시군구,날짜,전세가율,시도코드,매물종별구분
서울,종로구,2013-04,57.12,11,아파트
서울,종로구,2013-05,57.13,11,아파트
서울,종로구,2013-06,57.4,11,아파트
서울,종로구,2013-07,57.82,11,아파트
서울,종로구,2013-08,58.24,11,아파트
서울,종로구,2013-09,58.98,11,아파트
서울,종로구,2013-10,59.56,11,아파트
서울,종로구,2013-11,59.55,11,아파트
서울,종로구,2013-12,59.73,11,아파트
서울,종로구,2014-01,60.06,11,아파트
서울,종로구,2014-02,60.72,11,아파트
서울,종로구,2014-03,61.36,11,아파트
서울,종로구,2014-04,61.57,11,아파트
서울,종로구,2014-05,61.64,11,아파트
서울,종로구,2014-06,61.93,11,아파트
서울,종로구,2014-07,62.04,11,아파트
서울,종로구,2014-08,62.29,11,아파트
서울,종로구,2014-09,62.53,11,아파트
서울,종로구,2014-10,62.71,11,아파트
서울,종로구,2014-11,64.86,11,아파트
서울,종로구,2014-12,65.15,11,아파트
서울,종로구,2015-01,65.41,11,아파트
서울,종로구,2015-02,65.99,11,아파트
서울,종로구,2015-03,66.07,11,아파트
서울,종로구,2015-04,66.11,11,아파트
서울,종로구,2015-05,66.52,11,아파트
서울,종로구,2015-06,67.0,11,아파트
서울,종로구,2015-07,67.19,11,아파트
서울,종로구,2015-08,68.06,11,아파트
서울,종로구,2015-09,68.17,11,아파트
서울,종로구,2015-10,68.5,11,아파트
서울,종로구,2015-11,68.64,11,아파트
서울,종로구,2015-12,68.53,11,아파트
서울,종로구,2016-01,66.61,11,아파트
서울,종로구,2016-02,67.45,11,아파트
서울,종로구,2016-03,67.45,11,아파트
서울,종로구,2016-04,67.48,11,아파트
서울,종로구,2016-05,67.62,11,아파트
서울,종로구,2016-06,68.12,11,아파트
서울,종로구,2016-07,69.34,11,아파트
서울,종로구,2016-08,70.34,11,아파트
서울,종로구,2016-09,70.45,11,아파트
서울,종로구,2016-10,70.43,11,아파트
서울,종로구,2016-11,70.46,11,아파트
서울,종로구,2016-12,70.24,11,아파트
서울,종로구,2017-01,70.44,11,아파트
서울,종로구,2017-02,70.14,11,아파트
서울,종로구,2017-03,70.46,11,아파트
서울,종로구,2017-04,70.45,11,아파트
서울,종로구,2017-05,71.51,11,아파트
서울,종로구,2017-06,71.11,11,아파트
서울,종로구,2017-07,70.89,11,아파트
서울,종로구,2017-08,70.61,11,아파트
서울,종로구,2017-09,70.42,11,아파트
서울,종로구,2017-10,70.23,11,아파트
서울,종로구,2017-11,70.07,11,아파트
서울,종로구,2017-12,69.59,11,아파트
서울,종로구,2018-01,70.05,11,아파트
서울,종로구,2018-02,69.95,11,아파트
서울,종로구,2018-03,69.6,11,아파트
서울,종로구,2018-04,69.42,11,아파트
서울,종로구,2018-05,69.97,11,아파트
서울,종로구,2018-06,69.86,11,아파트
서울,종로구,2018-07,69.89,11,아파트
서울,종로구,2018-08,69.77,11,아파트
서울,종로구,2018-09,68.37,11,아파트
서울,종로구,2018-10,67.07,11,아파트
서울,종로구,2018-11,66.39,11,아파트
서울,종로구,2018-12,66.08,11,아파트
서울,종로구,2019-01,66.98,11,아파트
서울,종로구,2019-02,66.98,11,아파트
서울,종로구,2019-03,66.61,11,아파트
서울,종로구,2019-04,65.18,11,아파트
서울,종로구,2019-05,65.74,11,아파트
서울,종로구,2019-06,65.9,11,아파트
서울,종로구,2019-07,65.54,11,아파트
서울,종로구,2019-08,65.53,11,아파트
서울,종로구,2019-09,64.35,11,아파트
서울,종로구,2019-10,64.05,11,아파트
서울,종로구,2019-11,63.27,11,아파트
서울,종로구,2019-12,63.09,11,아파트
서울,종로구,2020-01,62.83,11,아파트
서울,종로구,2020-02,62.69,11,아파트
서울,종로구,2020-03,62.69,11,아파트
서울,종로구,2020-04,63.31,11,아파트
서울,종로구,2020-05,63.47,11,아파트
서울,종로구,2020-06,63.51,11,아파트
서울,종로구,2020-07,63.32,11,아파트
서울,종로구,2020-08,62.55,11,아파트
서울,종로구,2020-09,62.55,11,아파트
서울,종로구,2020-10,63.0,11,아파트
서울,종로구,2020-11,64.08,11,아파트
서울,종로구,2020-12,64.48,11,아파트
서울,종로구,2021-01,64.25,11,아파트
서울,종로구,2021-02,63.4,11,아파트
서울,종로구,2021-03,62.86,11,아파트
서울,종로구,2021-04,61.57,11,아파트
서울,종로구,2021-05,61.38,11,아파트
서울,종로구,2021-06,61.54,11,아파트
서울,종로구,2021-07,62.64,11,아파트
서울,종로구,2021-08,63.02,11,아파트
서울,종로구,2021-09,62.4,11,아파트
서울,종로구,2021-10,61.85,11,아파트
서울,종로구,2021-11,64.46,11,아파트
서울,종로구,2021-12,65.02,11,아파트
서울,종로구,2022-01,65.13,11,아파트
서울,종로구,2022-02,65.13,11,아파트
서울,종로구,2022-03,65.02,11,아파트
서울,종로구,2022-04,64.87,11,아파트
서울,종로구,2022-05,64.43,11,아파트
서울,종로구,2022-06,64.32,11,아파트
서울,종로구,2022-07,64.2,11,아파트
서울,종로구,2022-08,64.17,11,아파트
서울,종로구,2022-09,64.16,11,아파트
서울,종로구,2022-10,64.11,11,아파트
서울,종로구,2022-11,59.85,11,아파트
서울,종로구,2022-12,59.28,11,아파트
서울,종로구,2023-01,58.03,11,아파트
서울,종로구,2023-02,57.14,11,아파트
서울,종로구,2023-03,57.29,11,아파트
서울,종로구,2023-04,56.7,11,아파트
서울,종로구,2023-05,56.33,11,아파트
서울,종로구,2023-06,56.38,11,아파트
서울,종로구,2023-07,56.46,11,아파트
서울,종로구,2023-08,56.34,11,아파트
서울,종로구,2023-09,56.43,11,아파트
서울,종로구,2023-10,56.48,11,아파트
서울,종로구,2023-11,56.69,11,아파트
서울,종로구,2023-12,57.06,11,아파트
서울,종로구,2024-01,57.44,11,아파트
서울,종로구,2024-02,57.62,11,아파트
서울,종로구,2024-03,57.95,11,아파트
서울,종로구,2024-04,58.18,11,아파트
서울,종로구,2024-05,58.39,11,아파트
서울,종로구,2024-06,58.34,11,아파트
서울,종로구,2024-07,58.36,11,아파트
서울,종로구,2024-08,58.36,11,아파트
서울,종로구,2024-09,58.66,11,아파트
서울,종로구,2024-10,59.3,11,아파트
서울,종로구,2024-11,59.72,11,아파트
서울,종로구,2024-12,59.7,11,아파트
서울,종로구,2025-01,59.75,11,아파트
서울,종로구,2025-02,59.84,11,아파트
서울,종로구,2025-03,59.63,11,아파트
서울,종로구,2025-04,58.9,11,아파트
서울,종로구,2025-05,58.76,11,아파트
서울,종로구,2025-06,58.65,11,아파트
서울,종로구,2025-07,58.54,11,아파트
서울,종로구,2025-08,58.62,11,아파트
서울,종로구,2025-09,58.67,11,아파트
서울,종로구,2025-10,58.63,11,아파트
서울,종로구,2025-11,58.49,11,아파트
서울,종로구,2025-12,58.13,11,아파트
서울,중구,2013-04,59.08,11,아파트
서울,중구,2013-05,59.47,11,아파트
서울,중구,2013-06,60.1,11,아파트
서울,중구,2013-07,60.17,11,아파트
서울,중구,2013-08,60.82,11,아파트
서울,중구,2013-09,61.92,11,아파트
서울,중구,2013-10,63.09,11,아파트
서울,중구,2013-11,63.39,11,아파트
서울,중구,2013-12,64.45,11,아파트
서울,중구,2014-01,65.44,11,아파트
서울,중구,2014-02,65.48,11,아파트
서울,중구,2014-03,66.41,11,아파트
서울,중구,2014-04,67.02,11,아파트
서울,중구,2014-05,67.51,11,아파트
서울,중구,2014-06,67.69,11,아파트
서울,중구,2014-07,67.87,11,아파트
서울,중구,2014-08,68.84,11,아파트
서울,중구,2014-09,69.16,11,아파트
서울,중구,2014-10,69.59,11,아파트
서울,중구,2014-11,69.69,11,아파트
서울,중구,2014-12,70.0,11,아파트
서울,중구,2015-01,70.1,11,아파트
서울,중구,2015-02,70.65,11,아파트
서울,중구,2015-03,72.02,11,아파트
서울,중구,2015-04,72.34,11,아파트
서울,중구,2015-05,73.49,11,아파트
서울,중구,2015-06,74.18,11,아파트
서울,중구,2015-07,74.84,11,아파트
서울,중구,2015-08,75.24,11,아파트
서울,중구,2015-09,76.13,11,아파트
서울,중구,2015-10,76.47,11,아파트
서울,중구,2015-11,76.83,11,아파트
서울,중구,2015-12,76.82,11,아파트
서울,중구,2016-01,76.6,11,아파트
서울,중구,2016-02,76.64,11,아파트
서울,중구,2016-03,76.64,11,아파트
서울,중구,2016-04,78.3,11,아파트
서울,중구,2016-05,80.13,11,아파트
서울,중구,2016-06,80.33,11,아파트
서울,중구,2016-07,80.41,11,아파트
서울,중구,2016-08,81.25,11,아파트
서울,중구,2016-09,81.18,11,아파트
서울,중구,2016-10,80.92,11,아파트
서울,중구,2016-11,80.72,11,아파트
서울,중구,2016-12,80.63,11,아파트
서울,중구,2017-01,80.17,11,아파트
서울,중구,2017-02,80.18,11,아파트
서울,중구,2017-03,80.22,11,아파트
서울,중구,2017-04,80.27,11,아파트
서울,중구,2017-05,80.15,11,아파트
서울,중구,2017-06,79.31,11,아파트
서울,중구,2017-07,79.3,11,아파트
서울,중구,2017-08,78.91,11,아파트
서울,중구,2017-09,78.72,11,아파트
서울,중구,2017-10,78.19,11,아파트
서울,중구,2017-11,77.97,11,아파트
서울,중구,2017-12,77.77,11,아파트
서울,중구,2018-01,77.55,11,아파트
서울,중구,2018-02,76.69,11,아파트
서울,중구,2018-03,75.52,11,아파트
서울,중구,2018-04,74.47,11,아파트
서울,중구,2018-05,73.27,11,아파트
서울,중구,2018-06,72.5,11,아파트
서울,중구,2018-07,72.17,11,아파트
서울,중구,2018-08,71.31,11,아파트
서울,중구,2018-09,69.24,11,아파트
서울,중구,2018-10,68.24,11,아파트
서울,중구,2018-11,68.25,11,아파트
서울,중구,2018-12,67.94,11,아파트
서울,중구,2019-01,67.47,11,아파트
서울,중구,2019-02,67.47,11,아파트
서울,중구,2019-03,66.93,11,아파트
서울,중구,2019-04,67.01,11,아파트
서울,중구,2019-05,67.02,11,아파트
서울,중구,2019-06,66.99,11,아파트
서울,중구,2019-07,66.89,11,아파트
서울,중구,2019-08,66.61,11,아파트
서울,중구,2019-09,66.41,11,아파트
서울,중구,2019-10,66.04,11,아파트
서울,중구,2019-11,65.05,11,아파트
서울,중구,2019-12,64.36,11,아파트
서울,중구,2020-01,63.47,11,아파트
서울,중구,2020-02,63.14,11,아파트
서울,중구,2020-03,63.14,11,아파트
서울,중구,2020-04,62.74,11,아파트
서울,중구,2020-05,62.41,11,아파트
서울,중구,2020-06,62.08,11,아파트
서울,중구,2020-07,61.24,11,아파트
서울,중구,2020-08,61.35,11,아파트
서울,중구,2020-09,61.35,11,아파트
서울,중구,2020-10,61.36,11,아파트
서울,중구,2020-11,62.03,11,아파트
서울,중구,2020-12,61.57,11,아파트
서울,중구,2021-01,62.46,11,아파트
서울,중구,2021-02,62.03,11,아파트
서울,중구,2021-03,62.83,11,아파트
서울,중구,2021-04,62.19,11,아파트
서울,중구,2021-05,62.01,11,아파트
서울,중구,2021-06,62.09,11,아파트
서울,중구,2021-07,61.87,11,아파트
서울,중구,2021-08,61.73,11,아파트
서울,중구,2021-09,61.38,11,아파트
서울,중구,2021-10,60.96,11,아파트
서울,중구,2021-11,60.86,11,아파트
서울,중구,2021-12,61.2,11,아파트
서울,중구,2022-01,61.42,11,아파트
서울,중구,2022-02,61.42,11,아파트
서울,중구,2022-03,61.42,11,아파트
서울,중구,2022-04,61.4,11,아파트
서울,중구,2022-05,62.38,11,아파트
서울,중구,2022-06,62.34,11,아파트
서울,중구,2022-07,62.73,11,아파트
서울,중구,2022-08,62.76,11,아파트
서울,중구,2022-09,62.58,11,아파트
서울,중구,2022-10,61.71,11,아파트
서울,중구,2022-11,59.3,11,아파트
서울,중구,2022-12,58.05,11,아파트
서울,중구,2023-01,57.04,11,아파트
서울,중구,2023-02,55.65,11,아파트
서울,중구,2023-03,55.76,11,아파트
서울,중구,2023-04,55.65,11,아파트
서울,중구,2023-05,55.39,11,아파트
서울,중구,2023-06,55.37,11,아파트
서울,중구,2023-07,55.36,11,아파트
서울,중구,2023-08,55.26,11,아파트
서울,중구,2023-09,55.29,11,아파트
서울,중구,2023-10,55.37,11,아파트
서울,중구,2023-11,55.49,11,아파트
서울,중구,2023-12,55.7,11,아파트
서울,중구,2024-01,55.96,11,아파트
서울,중구,2024-02,56.19,11,아파트
서울,중구,2024-03,56.67,11,아파트
서울,중구,2024-04,57.33,11,아파트
서울,중구,2024-05,57.72,11,아파트
서울,중구,2024-06,57.85,11,아파트
서울,중구,2024-07,57.72,11,아파트
서울,중구,2024-08,58.43,11,아파트
서울,중구,2024-09,58.15,11,아파트
서울,중구,2024-10,57.99,11,아파트
서울,중구,2024-11,58.04,11,아파트
서울,중구,2024-12,58.36,11,아파트
서울,중구,2025-01,58.38,11,아파트
서울,중구,2025-02,58.35,11,아파트
서울,중구,2025-03,58.32,11,아파트
서울,중구,2025-04,58.2,11,아파트
서울,중구,2025-05,58.42,11,아파트
서울,중구,2025-06,58.09,11,아파트
서울,중구,2025-07,57.03,11,아파트
서울,중구,2025-08,56.92,11,아파트
서울,중구,2025-09,56.25,11,아파트
서울,중구,2025-10,55.71,11,아파트
서울,중구,2025-11,54.37,11,아파트
서울,중구,2025-12,53.2,11,아파트
서울,용산구,2013-04,45.16,11,아파트
서울,용산구,2013-05,45.73,11,아파트
서울,용산구,2013-06,45.87,11,아파트
서울,용산구,2013-07,46.37,11,아파트
서울,용산구,2013-08,46.81,11,아파트
서울,용산구,2013-09,48.61,11,아파트
서울,용산구,2013-10,49.02,11,아파트
서울,용산구,2013-11,49.68,11,아파트
서울,용산구,2013-12,50.28,11,아파트
서울,용산구,2014-01,50.64,11,아파트
서울,용산구,2014-02,51.62,11,아파트
서울,용산구,2014-03,51.86,11,아파트
서울,용산구,2014-04,52.51,11,아파트
서울,용산구,2014-05,52.78,11,아파트
서울,용산구,2014-06,53.42,11,아파트
서울,용산구,2014-07,54.0,11,아파트
서울,용산구,2014-08,54.14,11,아파트
서울,용산구,2014-09,55.07,11,아파트
서울,용산구,2014-10,55.45,11,아파트
서울,용산구,2014-11,56.09,11,아파트
서울,용산구,2014-12,56.46,11,아파트
서울,용산구,2015-01,57.27,11,아파트
서울,용산구,2015-02,57.81,11,아파트
서울,용산구,2015-03,58.19,11,아파트
서울,용산구,2015-04,58.48,11,아파트
서울,용산구,2015-05,58.53,11,아파트
서울,용산구,2015-06,59.01,11,아파트
서울,용산구,2015-07,59.86,11,아파트
서울,용산구,2015-08,59.96,11,아파트
서울,용산구,2015-09,60.27,11,아파트
서울,용산구,2015-10,60.6,11,아파트
서울,용산구,2015-11,60.52,11,아파트
서울,용산구,2015-12,60.51,11,아파트
서울,용산구,2016-01,60.85,11,아파트
서울,용산구,2016-02,61.17,11,아파트
서울,용산구,2016-03,61.17,11,아파트
서울,용산구,2016-04,62.21,11,아파트
서울,용산구,2016-05,63.06,11,아파트
서울,용산구,2016-06,63.32,11,아파트
서울,용산구,2016-07,63.66,11,아파트
서울,용산구,2016-08,63.46,11,아파트
서울,용산구,2016-09,63.27,11,아파트
서울,용산구,2016-10,63.14,11,아파트
서울,용산구,2016-11,62.69,11,아파트
서울,용산구,2016-12,62.56,11,아파트
서울,용산구,2017-01,62.55,11,아파트
서울,용산구,2017-02,62.54,11,아파트
서울,용산구,2017-03,62.61,11,아파트
서울,용산구,2017-04,62.36,11,아파트
서울,용산구,2017-05,61.73,11,아파트
서울,용산구,2017-06,60.93,11,아파트
서울,용산구,2017-07,60.46,11,아파트
서울,용산구,2017-08,59.21,11,아파트
서울,용산구,2017-09,58.92,11,아파트
서울,용산구,2017-10,59.09,11,아파트
서울,용산구,2017-11,58.92,11,아파트
서울,용산구,2017-12,58.56,11,아파트
서울,용산구,2018-01,57.42,11,아파트
서울,용산구,2018-02,56.67,11,아파트
서울,용산구,2018-03,54.83,11,아파트
서울,용산구,2018-04,54.41,11,아파트
서울,용산구,2018-05,53.84,11,아파트
서울,용산구,2018-06,53.23,11,아파트
서울,용산구,2018-07,52.52,11,아파트
서울,용산구,2018-08,52.08,11,아파트
서울,용산구,2018-09,50.08,11,아파트
서울,용산구,2018-10,49.65,11,아파트
서울,용산구,2018-11,49.16,11,아파트
서울,용산구,2018-12,49.03,11,아파트
서울,용산구,2019-01,49.37,11,아파트
서울,용산구,2019-02,49.37,11,아파트
서울,용산구,2019-03,49.34,11,아파트
서울,용산구,2019-04,49.4,11,아파트
서울,용산구,2019-05,49.39,11,아파트
서울,용산구,2019-06,49.36,11,아파트
서울,용산구,2019-07,49.09,11,아파트
서울,용산구,2019-08,48.9,11,아파트
서울,용산구,2019-09,48.68,11,아파트
서울,용산구,2019-10,48.24,11,아파트
서울,용산구,2019-11,47.89,11,아파트
서울,용산구,2019-12,47.29,11,아파트
서울,용산구,2020-01,46.85,11,아파트
서울,용산구,2020-02,46.5,11,아파트
서울,용산구,2020-03,46.5,11,아파트
서울,용산구,2020-04,46.6,11,아파트
서울,용산구,2020-05,46.83,11,아파트
서울,용산구,2020-06,46.79,11,아파트
서울,용산구,2020-07,46.34,11,아파트
서울,용산구,2020-08,46.06,11,아파트
서울,용산구,2020-09,46.06,11,아파트
서울,용산구,2020-10,46.22,11,아파트
서울,용산구,2020-11,47.28,11,아파트
서울,용산구,2020-12,47.95,11,아파트
서울,용산구,2021-01,48.19,11,아파트
서울,용산구,2021-02,48.85,11,아파트
서울,용산구,2021-03,49.44,11,아파트
서울,용산구,2021-04,49.17,11,아파트
서울,용산구,2021-05,49.28,11,아파트
서울,용산구,2021-06,50.8,11,아파트
서울,용산구,2021-07,51.97,11,아파트
서울,용산구,2021-08,52.31,11,아파트
서울,용산구,2021-09,52.33,11,아파트
서울,용산구,2021-10,52.18,11,아파트
서울,용산구,2021-11,51.74,11,아파트
서울,용산구,2021-12,51.52,11,아파트
서울,용산구,2022-01,51.54,11,아파트
서울,용산구,2022-02,51.46,11,아파트
서울,용산구,2022-03,51.29,11,아파트
서울,용산구,2022-04,51.22,11,아파트
서울,용산구,2022-05,50.55,11,아파트
서울,용산구,2022-06,49.99,11,아파트
서울,용산구,2022-07,49.94,11,아파트
서울,용산구,2022-08,49.85,11,아파트
서울,용산구,2022-09,49.65,11,아파트
서울,용산구,2022-10,49.42,11,아파트
서울,용산구,2022-11,46.53,11,아파트
서울,용산구,2022-12,45.39,11,아파트
서울,용산구,2023-01,43.95,11,아파트
서울,용산구,2023-02,43.23,11,아파트
서울,용산구,2023-03,42.82,11,아파트
서울,용산구,2023-04,42.18,11,아파트
서울,용산구,2023-05,42.25,11,아파트
서울,용산구,2023-06,42.28,11,아파트
서울,용산구,2023-07,41.96,11,아파트
서울,용산구,2023-08,41.84,11,아파트
서울,용산구,2023-09,41.94,11,아파트
서울,용산구,2023-10,42.14,11,아파트
서울,용산구,2023-11,42.56,11,아파트
서울,용산구,2023-12,42.64,11,아파트
서울,용산구,2024-01,42.86,11,아파트
서울,용산구,2024-02,42.97,11,아파트
서울,용산구,2024-03,43.23,11,아파트
서울,용산구,2024-04,43.51,11,아파트
서울,용산구,2024-05,43.56,11,아파트
서울,용산구,2024-06,43.71,11,아파트
서울,용산구,2024-07,43.88,11,아파트
서울,용산구,2024-08,43.69,11,아파트
서울,용산구,2024-09,43.66,11,아파트
서울,용산구,2024-10,43.56,11,아파트
서울,용산구,2024-11,43.57,11,아파트
서울,용산구,2024-12,43.63,11,아파트
서울,용산구,2025-01,43.83,11,아파트
서울,용산구,2025-02,43.79,11,아파트
서울,용산구,2025-03,43.58,11,아파트
서울,용산구,2025-04,43.06,11,아파트
서울,용산구,2025-05,42.97,11,아파트
서울,용산구,2025-06,42.45,11,아파트
서울,용산구,2025-07,41.94,11,아파트
서울,용산구,2025-08,41.59,11,아파트
서울,용산구,2025-09,41.25,11,아파트
서울,용산구,2025-10,41.01,11,아파트
서울,용산구,2025-11,40.5,11,아파트
서울,용산구,2025-12,39.9,11,아파트
서울,성동구,2013-04,57.07,11,아파트
서울,성동구,2013-05,57.34,11,아파트
서울,성동구,2013-06,57.73,11,아파트
서울,성동구,2013-07,58.49,11,아파트
서울,성동구,2013-08,60.09,11,아파트
서울,성동구,2013-09,61.16,11,아파트
서울,성동구,2013-10,62.45,11,아파트
서울,성동구,2013-11,63.17,11,아파트
서울,성동구,2013-12,64.36,11,아파트
서울,성동구,2014-01,65.12,11,아파트
서울,성동구,2014-02,65.75,11,아파트
서울,성동구,2014-03,66.33,11,아파트
서울,성동구,2014-04,67.53,11,아파트
서울,성동구,2014-05,67.63,11,아파트
서울,성동구,2014-06,68.0,11,아파트
서울,성동구,2014-07,68.3,11,아파트
서울,성동구,2014-08,68.6,11,아파트
서울,성동구,2014-09,68.61,11,아파트
서울,성동구,2014-10,68.76,11,아파트
서울,성동구,2014-11,69.56,11,아파트
서울,성동구,2014-12,69.63,11,아파트
서울,성동구,2015-01,69.75,11,아파트
서울,성동구,2015-02,70.21,11,아파트
서울,성동구,2015-03,70.71,11,아파트
서울,성동구,2015-04,71.38,11,아파트
서울,성동구,2015-05,71.52,11,아파트
서울,성동구,2015-06,72.76,11,아파트
서울,성동구,2015-07,73.59,11,아파트
서울,성동구,2015-08,74.15,11,아파트
서울,성동구,2015-09,74.99,11,아파트
서울,성동구,2015-10,76.09,11,아파트
서울,성동구,2015-11,77.13,11,아파트
서울,성동구,2015-12,78.13,11,아파트
서울,성동구,2016-01,80.42,11,아파트
서울,성동구,2016-02,80.68,11,아파트
서울,성동구,2016-03,80.68,11,아파트
서울,성동구,2016-04,81.07,11,아파트
서울,성동구,2016-05,80.99,11,아파트
서울,성동구,2016-06,81.04,11,아파트
서울,성동구,2016-07,80.9,11,아파트
서울,성동구,2016-08,80.74,11,아파트
서울,성동구,2016-09,80.49,11,아파트
서울,성동구,2016-10,79.37,11,아파트
서울,성동구,2016-11,78.66,11,아파트
서울,성동구,2016-12,78.68,11,아파트
서울,성동구,2017-01,78.49,11,아파트
서울,성동구,2017-02,78.24,11,아파트
서울,성동구,2017-03,78.04,11,아파트
서울,성동구,2017-04,78.27,11,아파트
서울,성동구,2017-05,77.86,11,아파트
서울,성동구,2017-06,76.66,11,아파트
서울,성동구,2017-07,75.97,11,아파트
서울,성동구,2017-08,74.96,11,아파트
서울,성동구,2017-09,74.31,11,아파트
서울,성동구,2017-10,73.36,11,아파트
서울,성동구,2017-11,72.64,11,아파트
서울,성동구,2017-12,71.73,11,아파트
서울,성동구,2018-01,70.17,11,아파트
서울,성동구,2018-02,68.55,11,아파트
서울,성동구,2018-03,66.45,11,아파트
서울,성동구,2018-04,65.09,11,아파트
서울,성동구,2018-05,64.74,11,아파트
서울,성동구,2018-06,64.34,11,아파트
서울,성동구,2018-07,63.75,11,아파트
서울,성동구,2018-08,62.92,11,아파트
서울,성동구,2018-09,59.94,11,아파트
서울,성동구,2018-10,59.02,11,아파트
서울,성동구,2018-11,58.78,11,아파트
서울,성동구,2018-12,58.09,11,아파트
서울,성동구,2019-01,58.16,11,아파트
서울,성동구,2019-02,58.16,11,아파트
서울,성동구,2019-03,57.71,11,아파트
서울,성동구,2019-04,57.79,11,아파트
서울,성동구,2019-05,57.71,11,아파트
서울,성동구,2019-06,57.8,11,아파트
서울,성동구,2019-07,57.41,11,아파트
서울,성동구,2019-08,57.14,11,아파트
서울,성동구,2019-09,56.61,11,아파트
서울,성동구,2019-10,55.66,11,아파트
서울,성동구,2019-11,55.09,11,아파트
서울,성동구,2019-12,54.15,11,아파트
서울,성동구,2020-01,53.54,11,아파트
서울,성동구,2020-02,52.99,11,아파트
서울,성동구,2020-03,52.99,11,아파트
서울,성동구,2020-04,52.46,11,아파트
서울,성동구,2020-05,52.68,11,아파트
서울,성동구,2020-06,52.73,11,아파트
서울,성동구,2020-07,52.3,11,아파트
서울,성동구,2020-08,52.1,11,아파트
서울,성동구,2020-09,52.1,11,아파트
서울,성동구,2020-10,53.78,11,아파트
서울,성동구,2020-11,55.31,11,아파트
서울,성동구,2020-12,56.03,11,아파트
서울,성동구,2021-01,55.22,11,아파트
서울,성동구,2021-02,54.59,11,아파트
서울,성동구,2021-03,54.36,11,아파트
서울,성동구,2021-04,55.06,11,아파트
서울,성동구,2021-05,54.96,11,아파트
서울,성동구,2021-06,54.43,11,아파트
서울,성동구,2021-07,54.36,11,아파트
서울,성동구,2021-08,53.92,11,아파트
서울,성동구,2021-09,53.28,11,아파트
서울,성동구,2021-10,52.94,11,아파트
서울,성동구,2021-11,53.02,11,아파트
서울,성동구,2021-12,53.06,11,아파트
서울,성동구,2022-01,53.09,11,아파트
서울,성동구,2022-02,53.31,11,아파트
서울,성동구,2022-03,53.17,11,아파트
서울,성동구,2022-04,53.26,11,아파트
서울,성동구,2022-05,53.47,11,아파트
서울,성동구,2022-06,53.45,11,아파트
서울,성동구,2022-07,53.48,11,아파트
서울,성동구,2022-08,53.36,11,아파트
서울,성동구,2022-09,53.34,11,아파트
서울,성동구,2022-10,53.05,11,아파트
서울,성동구,2022-11,52.67,11,아파트
서울,성동구,2022-12,51.84,11,아파트
서울,성동구,2023-01,51.16,11,아파트
서울,성동구,2023-02,50.78,11,아파트
서울,성동구,2023-03,50.65,11,아파트
서울,성동구,2023-04,50.65,11,아파트
서울,성동구,2023-05,50.68,11,아파트
서울,성동구,2023-06,50.78,11,아파트
서울,성동구,2023-07,50.84,11,아파트
서울,성동구,2023-08,50.96,11,아파트
서울,성동구,2023-09,50.93,11,아파트
서울,성동구,2023-10,50.95,11,아파트
서울,성동구,2023-11,51.05,11,아파트
서울,성동구,2023-12,51.18,11,아파트
서울,성동구,2024-01,51.42,11,아파트
서울,성동구,2024-02,51.58,11,아파트
서울,성동구,2024-03,51.86,11,아파트
서울,성동구,2024-04,52.25,11,아파트
서울,성동구,2024-05,52.39,11,아파트
서울,성동구,2024-06,52.51,11,아파트
서울,성동구,2024-07,52.56,11,아파트
서울,성동구,2024-08,52.34,11,아파트
서울,성동구,2024-09,52.14,11,아파트
서울,성동구,2024-10,51.88,11,아파트
서울,성동구,2024-11,51.92,11,아파트
서울,성동구,2024-12,51.87,11,아파트
서울,성동구,2025-01,51.86,11,아파트
서울,성동구,2025-02,51.66,11,아파트
서울,성동구,2025-03,51.28,11,아파트
서울,성동구,2025-04,50.58,11,아파트
서울,성동구,2025-05,50.11,11,아파트
서울,성동구,2025-06,48.94,11,아파트
서울,성동구,2025-07,47.67,11,아파트
서울,성동구,2025-08,47.31,11,아파트
서울,성동구,2025-09,46.7,11,아파트
서울,성동구,2025-10,45.15,11,아파트
서울,성동구,2025-11,43.63,11,아파트
서울,성동구,2025-12,43.28,11,아파트
서울,광진구,2013-04,57.11,11,아파트
서울,광진구,2013-05,57.57,11,아파트
서울,광진구,2013-06,58.21,11,아파트
서울,광진구,2013-07,59.25,11,아파트
서울,광진구,2013-08,60.21,11,아파트
서울,광진구,2013-09,61.42,11,아파트
서울,광진구,2013-10,62.59,11,아파트
서울,광진구,2013-11,63.36,11,아파트
서울,광진구,2013-12,64.39,11,아파트
서울,광진구,2014-01,65.44,11,아파트
서울,광진구,2014-02,66.11,11,아파트
서울,광진구,2014-03,66.66,11,아파트
서울,광진구,2014-04,66.97,11,아파트
서울,광진구,2014-05,67.16,11,아파트
서울,광진구,2014-06,67.56,11,아파트
서울,광진구,2014-07,67.69,11,아파트
서울,광진구,2014-08,67.99,11,아파트
서울,광진구,2014-09,68.29,11,아파트
서울,광진구,2014-10,68.85,11,아파트
서울,광진구,2014-11,69.62,11,아파트
서울,광진구,2014-12,70.03,11,아파트
서울,광진구,2015-01,70.4,11,아파트
서울,광진구,2015-02,70.97,11,아파트
서울,광진구,2015-03,72.05,11,아파트
서울,광진구,2015-04,72.25,11,아파트
서울,광진구,2015-05,72.69,11,아파트
서울,광진구,2015-06,73.74,11,아파트
서울,광진구,2015-07,73.81,11,아파트
서울,광진구,2015-08,74.2,11,아파트
서울,광진구,2015-09,74.47,11,아파트
